value,description,codesystem,code,iri
Agenesis of incisor,Agenesis of incisor.,HP,HP:0006485,http://purl.obolibrary.org/obo/HP_0006485
Abnormal dental root morphology,An abnormality of the dental root.,HP,HP:0006486,http://purl.obolibrary.org/obo/HP_0006486
Bowing of the long bones,A bending or abnormal curvature of a long bone.,HP,HP:0006487,http://purl.obolibrary.org/obo/HP_0006487
Bowing of the arm,A bending or abnormal curvature affecting a long bone of the arm.,HP,HP:0006488,http://purl.obolibrary.org/obo/HP_0006488
Abnormality of the femoral metaphysis,An anomaly of the femoral metaphysis.,HP,HP:0006489,http://purl.obolibrary.org/obo/HP_0006489
Abnormality of lower-limb metaphyses,,HP,HP:0006490,http://purl.obolibrary.org/obo/HP_0006490
Abnormality of the tibial metaphysis,,HP,HP:0006491,http://purl.obolibrary.org/obo/HP_0006491
Aplasia/Hypoplasia of the fibula,Absence or underdevelopment of the fibula.,HP,HP:0006492,http://purl.obolibrary.org/obo/HP_0006492
Aplasia/hypoplasia involving bones of the lower limbs,Absence (due to failure to form) or underdevelopment of the bones of the lower limbs.,HP,HP:0006493,http://purl.obolibrary.org/obo/HP_0006493
Aplasia/Hypoplasia involving bones of the feet,,HP,HP:0006494,http://purl.obolibrary.org/obo/HP_0006494
Aplasia/Hypoplasia of the ulna,Absence or underdevelopment of the ulna.,HP,HP:0006495,http://purl.obolibrary.org/obo/HP_0006495
Aplasia/hypoplasia involving bones of the upper limbs,Absence (due to failure to form) or underdevelopment of the bones of the upper limbs.,HP,HP:0006496,http://purl.obolibrary.org/obo/HP_0006496
Aplasia/Hypoplasia of the patella,Absence or underdevelopment of the patella.,HP,HP:0006498,http://purl.obolibrary.org/obo/HP_0006498
Abnormality of femoral epiphysis,An anomaly of a growth plate of a femur.,HP,HP:0006499,http://purl.obolibrary.org/obo/HP_0006499
Abnormality of lower limb epiphysis morphology,An anomaly of one or more epiphyses of one or both legs.,HP,HP:0006500,http://purl.obolibrary.org/obo/HP_0006500
Aplasia/Hypoplasia of the radius,A small/hypoplastic or absent/aplastic radius.,HP,HP:0006501,http://purl.obolibrary.org/obo/HP_0006501
Aplasia/Hypoplasia involving the carpal bones,Absence or underdevelopment of the carpal bones.,HP,HP:0006502,http://purl.obolibrary.org/obo/HP_0006502
Aplasia/hypoplasia involving forearm bones,Absence (due to failure to form) or underdevelopment of one or more forearm bones.,HP,HP:0006503,http://purl.obolibrary.org/obo/HP_0006503
obsolete Anomaly of the limb diaphyses morphology,,HP,HP:0006504,http://purl.obolibrary.org/obo/HP_0006504
Abnormality of limb epiphysis morphology,An anomaly of one or more epiphyses of a limb.,HP,HP:0006505,http://purl.obolibrary.org/obo/HP_0006505
Aplasia/hypoplasia of the humerus,Absence (due to failure to form) or underdevelopment of the humerus.,HP,HP:0006507,http://purl.obolibrary.org/obo/HP_0006507
Abnormality of tibial epiphyses,,HP,HP:0006508,http://purl.obolibrary.org/obo/HP_0006508
Diverticulosis of trachea,"Tracheal diverticula are blind-ended outpouchings arising from the trachea. They are usually an incidental finding. Occasionally they can mimic pneumomediastinum. Tracheal diverticula are either congenital or acquired, in the latter case the most common causes are prolonged increased intraluminal pressure, e.g. chronic cough, COPD, tracheomalacia, and iatrogenic (e.g. post-surgical).",HP,HP:0006509,http://purl.obolibrary.org/obo/HP_0006509
Chronic pulmonary obstruction,"An anomaly that is characterized progressive airflow obstruction that is only partly reversible, inflammation in the airways, and systemic effects or comorbities.",HP,HP:0006510,http://purl.obolibrary.org/obo/HP_0006510
Laryngeal stridor,"An abnormal high-pitched noisy sound, occurring during inhalation or exhalation caused by the incomplete obstruction in the throat.",HP,HP:0006511,http://purl.obolibrary.org/obo/HP_0006511
Intraalveolar nodular calcifications,,HP,HP:0006514,http://purl.obolibrary.org/obo/HP_0006514
Interstitial pneumonitis,,HP,HP:0006515,http://purl.obolibrary.org/obo/HP_0006515
Hypersensitivity pneumonitis,"Hypersensitivity pneumonitis involves inhalation of an antigen. This leads to an exaggerated immune response and a following inflammation of the alveoli within the lungs. The main feature of chronic hypersensitivity pneumonitis on lung biopsies is expansion of the interstitium by lymphocytes accompanied by an occasional multinucleated giant cell or loose granuloma. After exposure to the provoking antigen, following symptoms can be seen: fever, chills, malaise, cough, hemoptysis, chest tightness, dyspnea, rash, swelling and headache and can be completely reversible, based on the duration of the illness, categorized as acute (HP:0011009), subacute (HP:0011011), and chronic (HP:0011010).",HP,HP:0006516,http://purl.obolibrary.org/obo/HP_0006516
Intraalveolar phospholipid accumulation,"Accumulation of amorphous PAS-positive material in the space betweem alveolar macrophages, sometimes as condensed form (oval bodies) are typically found in alveolar proteinosis.",HP,HP:0006517,http://purl.obolibrary.org/obo/HP_0006517
Pulmonary venous occlusion,Substantial narrowing or blockage of small pulmonary veins as a result of disorganized smooth muscle hypertrophy and collagen matrix deposition.,HP,HP:0006518,http://purl.obolibrary.org/obo/HP_0006518
Alveolar cell carcinoma,Adenocarcinoma of the Bronchus.,HP,HP:0006519,http://purl.obolibrary.org/obo/HP_0006519
Progressive pulmonary function impairment,,HP,HP:0006520,http://purl.obolibrary.org/obo/HP_0006520
Pulmonary lymphangiectasia,"Abnormal dilatation of the pulmonary lymphatic vessels. Lymphatic fluid in the lung is derived from normal leakage of fluid out of the blood capillaries in the lung. In pulmonary lymphangiectasia, the pulmonary lymphatics are not properly connected and become dilated with fluid.",HP,HP:0006521,http://purl.obolibrary.org/obo/HP_0006521
Repeated pneumothoraces,,HP,HP:0006522,http://purl.obolibrary.org/obo/HP_0006522
Tracheobronchial leiomyomatosis,,HP,HP:0006524,http://purl.obolibrary.org/obo/HP_0006524
obsolete Lung segmentation defects,,HP,HP:0006525,http://purl.obolibrary.org/obo/HP_0006525
Lymphocytic interstitial pneumonia,"Lymphocytic interstitial pneumonitis is a benign lymphoproliferative disorder of the lung that is characterized by the presence of a dense, predominantly lymphocytic interstitial infiltrate (lymphocytes, plasma cells, other elements of the lymphoreticular system) that expands the alveolar septa.",HP,HP:0006527,http://purl.obolibrary.org/obo/HP_0006527
Chronic lung disease,"According to the definitions of the American and British Thoracic Societies, including pulmonary functional tests, X-rays, and CT scans for items such as fibrosis, bronchiectasis, bullae, emphysema, nodular or lymphomatous abnormalities.",HP,HP:0006528,http://purl.obolibrary.org/obo/HP_0006528
Abnormal pulmonary lymphatics,An abnormality of the pulmonary lymphatic chain.,HP,HP:0006529,http://purl.obolibrary.org/obo/HP_0006529
Abnormal pulmonary interstitial morphology,Abnormality of the lung parenchyma extending to the pulmonary interstitium and leading to diffuse pulmonary fibrosis.,HP,HP:0006530,http://purl.obolibrary.org/obo/HP_0006530
Pleural lymphangiectasia,,HP,HP:0006531,http://purl.obolibrary.org/obo/HP_0006531
Recurrent pneumonia,An increased susceptibility to pneumonia as manifested by a history of recurrent episodes of pneumonia.,HP,HP:0006532,http://purl.obolibrary.org/obo/HP_0006532
Bronchodysplasia,,HP,HP:0006533,http://purl.obolibrary.org/obo/HP_0006533
Recurrent intrapulmonary hemorrhage,A recurrent hemorrhage occurring within the lung.,HP,HP:0006535,http://purl.obolibrary.org/obo/HP_0006535
Airway obstruction,Obstruction of conducting airways of the lung.,HP,HP:0006536,http://purl.obolibrary.org/obo/HP_0006536
Recurrent bronchopulmonary infections,An increased susceptibility to bronchopulmonary infections as manifested by a history of recurrent bronchopulmonary infections.,HP,HP:0006538,http://purl.obolibrary.org/obo/HP_0006538
Bronchial cartilage hypoplasia,,HP,HP:0006539,http://purl.obolibrary.org/obo/HP_0006539
obsolete Chronic obstructive airway disease from birth,,HP,HP:0006541,http://purl.obolibrary.org/obo/HP_0006541
Cardiorespiratory arrest,,HP,HP:0006543,http://purl.obolibrary.org/obo/HP_0006543
Extrapulmonary sequestrum,"A type of pulmonary sequestration that is completely enclosed in its own pleural sac, occurring above, within, or below the diaphragm, and without communication with the tracheobronchial tree.",HP,HP:0006544,http://purl.obolibrary.org/obo/HP_0006544
Pulmonary arteriovenous malformation,"Pulmonary arteriovenous malformation, a condition most commonly associated with hereditary hemorrhagic telangiectasia, is an abnormal communication between the pulmonary artery and pulmonary vein without an intervening capillary communication. HRCT images usually show a coarse spidery appearance of the peripheral vascular markings in the lungs. More specific findings are obtained in the pulmonary angiogram where the normally invisible capillary phase is replaced by irregular vascular channels bridging the peripheral branches of pulmonary arteries and veins.",HP,HP:0006548,http://purl.obolibrary.org/obo/HP_0006548
Unilateral primary pulmonary dysgenesis,,HP,HP:0006549,http://purl.obolibrary.org/obo/HP_0006549
Fibrocystic lung disease,,HP,HP:0006552,http://purl.obolibrary.org/obo/HP_0006552
Acute hepatic failure,"Hepatic failure refers to the inability of the liver to perform its normal synthetic and metabolic functions, which can result in coagulopathy and alteration in the mental status of a previously healthy individual. Hepatic failure is defined as acute if there is onset of encephalopathy within 8 weeks of the onset of symptoms in a patient with a previously healthy liver.",HP,HP:0006554,http://purl.obolibrary.org/obo/HP_0006554
Diffuse hepatic steatosis,A diffuse form of hepatic steatosis.,HP,HP:0006555,http://purl.obolibrary.org/obo/HP_0006555
Polycystic liver disease,,HP,HP:0006557,http://purl.obolibrary.org/obo/HP_0006557
Decreased mitochondrial complex III activity in liver tissue,Decreased activity of complex III of the mitochondrion in the liver.,HP,HP:0006558,http://purl.obolibrary.org/obo/HP_0006558
Hepatic calcification,The presence of abnormal calcium deposition in the liver.,HP,HP:0006559,http://purl.obolibrary.org/obo/HP_0006559
Biliary hyperplasia,"Hyperplasia of the biliary tree, as manifested by increased size of bile ducts, dilated lumen, and histologically by an increased number of epithelial cells or hyperplasia.",HP,HP:0006560,http://purl.obolibrary.org/obo/HP_0006560
Lipid accumulation in hepatocytes,,HP,HP:0006561,http://purl.obolibrary.org/obo/HP_0006561
Viral hepatitis,Inflammation of the liver due to infection with a virus.,HP,HP:0006562,http://purl.obolibrary.org/obo/HP_0006562
Malformation of the hepatic ductal plate,,HP,HP:0006563,http://purl.obolibrary.org/obo/HP_0006563
Fluctuating hepatomegaly,Intermittently increased size of the liver.,HP,HP:0006564,http://purl.obolibrary.org/obo/HP_0006564
Increased hepatocellular lipid droplets,An abnormal increase in the amount of intracellular lipid droplets in hepatocytes.,HP,HP:0006565,http://purl.obolibrary.org/obo/HP_0006565
Neonatal cholestatic liver disease,,HP,HP:0006566,http://purl.obolibrary.org/obo/HP_0006566
Increased hepatic glycogen content,An increase in the amount of glycogen stored in hepatocytes compared to normal.,HP,HP:0006568,http://purl.obolibrary.org/obo/HP_0006568
Reduced number of intrahepatic bile ducts,The presence of reduced numbers of intrahepatic bile duct than normal.,HP,HP:0006571,http://purl.obolibrary.org/obo/HP_0006571
Subacute progressive viral hepatitis,,HP,HP:0006572,http://purl.obolibrary.org/obo/HP_0006572
Acute hepatic steatosis,An acute form of hepatic steatosis.,HP,HP:0006573,http://purl.obolibrary.org/obo/HP_0006573
Hepatic arteriovenous malformation,,HP,HP:0006574,http://purl.obolibrary.org/obo/HP_0006574
Intrahepatic cholestasis with episodic jaundice,,HP,HP:0006575,http://purl.obolibrary.org/obo/HP_0006575
Hepatic vascular malformations,,HP,HP:0006576,http://purl.obolibrary.org/obo/HP_0006576
Macronodular cirrhosis,A type of cirrhosis characterized by the presence of large regenerative nodules.,HP,HP:0006577,http://purl.obolibrary.org/obo/HP_0006577
Prolonged neonatal jaundice,Neonatal jaundice refers to a yellowing of the skin and other tissues of a newborn infant as a result of increased concentrations of bilirubin in the blood. Neonatal jaundice affects over half of all newborns to some extent in the first week of life. Prolonged neonatal jaundice is said to be present if the jaundice persists for longer than 14 days in term infants and 21 days in preterm infants.,HP,HP:0006579,http://purl.obolibrary.org/obo/HP_0006579
Portal fibrosis,Fibroblast proliferation and fiber expansion from the portal areas to the lobule.,HP,HP:0006580,http://purl.obolibrary.org/obo/HP_0006580
Depletion of mitochondrial DNA in liver,An abnormal reduction in the number of mitochondria in hepatocytes.,HP,HP:0006581,http://purl.obolibrary.org/obo/HP_0006581
Reye syndrome-like episodes,Repeated occurrences of acute noninflammatory encephalopathy and fatty degenerative liver failure.,HP,HP:0006582,http://purl.obolibrary.org/obo/HP_0006582
Fatal liver failure in infancy,,HP,HP:0006583,http://purl.obolibrary.org/obo/HP_0006583
Small abnormally formed scapulae,,HP,HP:0006584,http://purl.obolibrary.org/obo/HP_0006584
Congenital pseudoarthrosis of the clavicle,"The two portions of the clavicle (corresponding to the two primary ossification centers of the clavicle) are connected by a fibrous bridge that is contiguous with the periosteum, and a synovial membrane develops, resulting in a clavicle with a bipartite appearance radiographically. Congenital pseudarthrosis of the clavicle generally presents as a painless mass or swelling over the clavicle.",HP,HP:0006585,http://purl.obolibrary.org/obo/HP_0006585
Straight clavicles,"An abnormally straight configuration of the clavicle, a tubular bone which normally is doubly curved .",HP,HP:0006587,http://purl.obolibrary.org/obo/HP_0006587
Flaring of lower rib cage,,HP,HP:0006589,http://purl.obolibrary.org/obo/HP_0006589
Premature sternal synostosis,Prematurely closed sternal sutures.,HP,HP:0006590,http://purl.obolibrary.org/obo/HP_0006590
Absent glenoid fossa,"Lack of development of the glenoid fossa, also known as the glenoid cavity, which is the articular surface of the scapula that articulates with the head of the humerus.",HP,HP:0006591,http://purl.obolibrary.org/obo/HP_0006591
